genome_id,serovar,pds_cluster,collection_year,period,country,isolation_source
PDT000086099.2,Saintpaul,PDS000029303.72,2014,before_2016,USA,ground turkey
PDT000086455.2,Hadar,PDS000158106.134,2007,before_2016,USA,ground turkey
PDT000086456.2,Hadar,PDS000158107.507,2007,before_2016,USA,ground turkey
PDT000086457.2,Worthington,PDS000030495.43,2007,before_2016,USA,ground turkey
PDT000086475.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000086477.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000086480.3,Senftenberg,PDS000002489.96,2008,before_2016,USA,ground turkey
PDT000086481.3,Typhimurium,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000086483.3,Typhimurium,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000086484.3,Derby,PDS000004136.77,2008,before_2016,USA,ground turkey
PDT000086485.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000086486.3,Agona,PDS000214890.285,2008,before_2016,USA,ground turkey
PDT000086487.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000086489.2,Berta,PDS000026549.1050,2008,before_2016,USA,ground turkey
PDT000086491.2,"4,12:d:-",PDS000001682.46,2008,before_2016,USA,ground turkey
PDT000086493.3,Typhimurium,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000086494.3,Kentucky,PDS000260145.21,2008,before_2016,USA,chicken breast
PDT000086518.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000086519.2,"4,12:i:-",PDS000028763.22,2008,before_2016,USA,chicken breast
PDT000086520.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000086537.2,Saintpaul,PDS000032619.14,2007,before_2016,USA,ground turkey
PDT000086538.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000086539.3,Heidelberg,PDS000106159.105,2007,before_2016,USA,ground turkey
PDT000086541.3,Heidelberg,PDS000211943.33,2007,before_2016,USA,chicken breast
PDT000086542.3,Enteritidis,PDS000032668.1889,2008,before_2016,USA,chicken breast
PDT000086543.3,Schwarzengrund,PDS000030760.2,2007,before_2016,USA,ground turkey
PDT000086544.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,chicken breast
PDT000086545.3,Schwarzengrund,PDS000030760.2,2007,before_2016,USA,ground turkey
PDT000086546.3,Montevideo,PDS000036023.2,2008,before_2016,USA,chicken breast
PDT000086547.3,Typhimurium,PDS000272319.1,2007,before_2016,USA,chicken breast
PDT000086548.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000086549.3,Muenchen,PDS000198470.177,2007,before_2016,USA,ground turkey
PDT000086551.2,Hadar,PDS000158107.507,2007,before_2016,USA,ground turkey
PDT000086553.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000086850.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000086851.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000086852.3,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000086853.2,Hadar,PDS000114063.1,2008,before_2016,USA,ground turkey
PDT000086880.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000086881.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000086882.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000086883.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000086884.3,Newport,PDS000002493.35,2008,before_2016,USA,ground turkey
PDT000086912.2,Hadar,PDS000158107.507,2007,before_2016,USA,ground turkey
PDT000086913.3,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000087031.2,"4,12:i:-",PDS000253288.128,2008,before_2016,USA,chicken breast
PDT000087033.2,"4,12:i:-",PDS000026780.1,2008,before_2016,USA,chicken breast
PDT000087034.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000087035.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000087036.2,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000087037.3,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000087038.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000087049.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000087050.3,Typhimurium,PDS000030726.2,2008,before_2016,USA,chicken breast
PDT000087051.4,Typhimurium,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000087052.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000087053.4,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000087054.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000087055.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000087056.3,Derby,PDS000004136.77,2008,before_2016,USA,ground turkey
PDT000087058.3,Derby,PDS000004136.77,2008,before_2016,USA,ground turkey
PDT000087059.4,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000087060.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000087061.4,Senftenberg,PDS000266616.2,2008,before_2016,USA,ground turkey
PDT000087063.2,Mbandaka,PDS000206467.29,2008,before_2016,USA,chicken breast
PDT000087064.2,Worthington,PDS000030495.43,2007,before_2016,USA,ground turkey
PDT000087065.3,Kentucky,PDS000217831.57,2007,before_2016,USA,chicken breast
PDT000087066.3,Enteritidis,PDS000030237.1756,2007,before_2016,USA,chicken breast
PDT000087067.3,Typhimurium,PDS000272319.1,2007,before_2016,USA,chicken breast
PDT000087068.3,Kentucky,PDS000260145.21,2007,before_2016,USA,chicken breast
PDT000087069.3,Enteritidis,PDS000030237.1756,2007,before_2016,USA,chicken breast
PDT000087070.3,Typhimurium,PDS000272319.1,2007,before_2016,USA,chicken breast
PDT000087071.3,Heidelberg,PDS000211943.33,2007,before_2016,USA,ground turkey
PDT000087072.2,Enteritidis,PDS000004720.200,2007,before_2016,USA,chicken breast
PDT000087073.2,Saintpaul,PDS000032619.14,2007,before_2016,USA,ground turkey
PDT000087074.3,Typhimurium,PDS000272319.1,2007,before_2016,USA,chicken breast
PDT000087075.2,Saintpaul,PDS000032619.14,2007,before_2016,USA,ground turkey
PDT000087076.3,Schwarzengrund,PDS000030760.2,2007,before_2016,USA,ground turkey
PDT000087077.3,Derby,PDS000004136.77,2007,before_2016,USA,ground turkey
PDT000087078.3,Kentucky,PDS000217831.57,2007,before_2016,USA,chicken breast
PDT000087080.3,Agona,PDS000028948.87,2007,before_2016,USA,ground turkey
PDT000087384.2,Berta,PDS000026549.1050,2008,before_2016,USA,ground turkey
PDT000087385.3,Muenchen,PDS000198470.177,2008,before_2016,USA,ground turkey
PDT000087386.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000087388.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000087389.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000087390.3,Schwarzengrund,PDS000032316.11,2008,before_2016,USA,ground turkey
PDT000087391.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000092468.2,Braenderup,PDS000030729.7,2008,before_2016,USA,chicken breast
PDT000092469.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000092470.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000092471.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000092949.3,Heidelberg,PDS000029759.23,2008,before_2016,USA,ground turkey
PDT000092950.3,Infantis,PDS000027076.971,2008,before_2016,USA,chicken breast
PDT000092951.3,Heidelberg,PDS000078903.2,2008,before_2016,USA,chicken breast
PDT000092952.3,Heidelberg,PDS000078903.2,2008,before_2016,USA,chicken breast
PDT000092953.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000093268.3,Kentucky,PDS000260145.21,2008,before_2016,USA,chicken breast
PDT000093269.3,Kentucky,PDS000029725.224,2008,before_2016,USA,chicken breast
PDT000093270.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000093271.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000093272.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000093273.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000093956.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000093957.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000093958.3,Enteritidis,PDS000032668.1889,2008,before_2016,USA,chicken breast
PDT000093959.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000093960.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000093961.3,Typhimurium,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000093962.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000093995.3,Montevideo,PDS000220821.146,2004,before_2016,USA,chicken breast
PDT000093996.2,Hadar,PDS000158106.134,2004,before_2016,USA,chicken breast
PDT000093997.2,Saintpaul,PDS000032619.14,2004,before_2016,USA,ground turkey
PDT000093998.3,Heidelberg,PDS000106159.105,2004,before_2016,USA,ground turkey
PDT000093999.2,Hadar,PDS000158106.134,2004,before_2016,USA,chicken breast
PDT000094000.2,Enteritidis,PDS000030731.11,2008,before_2016,USA,chicken breast
PDT000094003.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094004.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094005.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000094006.2,Berta,PDS000026549.1050,2008,before_2016,USA,ground turkey
PDT000094007.2,Berta,PDS000026549.1050,2008,before_2016,USA,ground turkey
PDT000094008.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094009.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000094010.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094694.4,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094695.3,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094696.4,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094697.4,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094698.3,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094699.3,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094700.3,Schwarzengrund,PDS000032316.11,2004,before_2016,USA,ground turkey
PDT000094704.2,Saintpaul,PDS000032619.14,2008,before_2016,USA,ground turkey
PDT000094705.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094706.2,Anatum,PDS000018378.4,2008,before_2016,USA,chicken breast
PDT000094707.2,Hadar,PDS000114063.1,2008,before_2016,USA,ground turkey
PDT000094708.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094709.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000094710.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094711.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000094712.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000094904.3,Brandenburg,PDS000026782.249,2008,before_2016,USA,ground turkey
PDT000094905.2,Mbandaka,PDS000233288.49,2008,before_2016,USA,chicken breast
PDT000094907.2,Minnesota,PDS000001973.8,2004,before_2016,USA,ground turkey
PDT000094909.3,Heidelberg,PDS000029759.23,2004,before_2016,USA,ground turkey
PDT000094911.3,Typhimurium,PDS000272319.1,2004,before_2016,USA,chicken breast
PDT000094912.3,Typhimurium,PDS000272319.1,2004,before_2016,USA,chicken breast
PDT000094914.3,Typhimurium,PDS000272319.1,2004,before_2016,USA,chicken breast
PDT000094915.3,Heidelberg,PDS000029759.23,2003,before_2016,USA,ground turkey
PDT000095334.3,Typhimurium,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000095335.2,Anatum,PDS000026575.381,2008,before_2016,USA,ground turkey
PDT000095336.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,ground turkey
PDT000095338.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095339.2,Meleagridis,PDS000030981.208,2008,before_2016,USA,chicken breast
PDT000095340.2,"4,[5],12:r:-",PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095341.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095342.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095343.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095344.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095345.2,Hadar,PDS000030733.1,2008,before_2016,USA,ground turkey
PDT000095364.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000095365.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000095366.3,Muenchen,PDS000030728.3,2008,before_2016,USA,chicken breast
PDT000095367.2,"4,[5],12:i:-",PDS000028763.22,2008,before_2016,USA,chicken breast
PDT000095368.2,Braenderup,PDS000030729.7,2008,before_2016,USA,chicken breast
PDT000095369.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000095450.3,Kentucky,PDS000112666.285,2004,before_2016,USA,chicken breast
PDT000095451.3,Heidelberg,PDS000211943.33,2004,before_2016,USA,chicken breast
PDT000095452.3,Heidelberg,PDS000211943.33,2004,before_2016,USA,chicken breast
PDT000095453.3,Heidelberg,PDS000029759.23,2004,before_2016,USA,ground turkey
PDT000095454.3,Heidelberg,PDS000029759.23,2004,before_2016,USA,ground turkey
PDT000095455.3,Heidelberg,PDS000211943.33,2004,before_2016,USA,chicken breast
PDT000095456.3,Kentucky,PDS000032139.2,2004,before_2016,USA,chicken breast
PDT000096248.3,Schwarzengrund,PDS000004036.160,2008,before_2016,USA,ground turkey
PDT000096250.3,Derby,PDS000030727.2,2008,before_2016,USA,ground turkey
PDT000096606.4,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000096607.5,Anatum,PDS000028226.224,2008,before_2016,USA,ground turkey
PDT000096608.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000096609.3,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000096612.2,Anatum,PDS000028226.224,2008,before_2016,USA,ground turkey
PDT000096937.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000096938.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000096939.3,Schwarzengrund,PDS000030760.2,2008,before_2016,USA,ground turkey
PDT000096940.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000096941.3,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000096945.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000097338.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000097339.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000097343.3,Kentucky,PDS000260145.21,2008,before_2016,USA,chicken breast
PDT000097345.3,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000097346.2,Anatum,PDS000002394.26,2008,before_2016,USA,ground turkey
PDT000097347.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000097348.3,Kentucky,PDS000217831.57,2008,before_2016,USA,chicken breast
PDT000097349.2,Anatum,PDS000028226.224,2008,before_2016,USA,ground turkey
PDT000097353.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000097409.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000097410.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000097411.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000097412.2,Typhimurium var. 5-,PDS000180814.35,2009,before_2016,USA,chicken breast
PDT000097413.2,Saintpaul,PDS000004385.49,2009,before_2016,USA,ground turkey
PDT000097414.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000097415.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000098174.3,Kentucky,PDS000217831.57,2008,before_2016,USA,chicken breast
PDT000098175.3,Kentucky,PDS000260145.21,2008,before_2016,USA,chicken breast
PDT000098179.3,Kentucky,PDS000217831.57,2008,before_2016,USA,chicken breast
PDT000098180.3,Kentucky,PDS000029459.135,2008,before_2016,USA,chicken breast
PDT000098181.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000098772.2,Infantis,PDS000003971.88,2010,before_2016,USA,ground turkey
PDT000098773.2,Berta,PDS000026549.1050,2010,before_2016,USA,ground turkey
PDT000098774.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000098775.2,"18:z4,z23:-",PDS000001234.65,2010,before_2016,USA,ground turkey
PDT000098776.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000098777.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000098778.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000098780.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000098781.2,Typhimurium,PDS000004385.49,2010,before_2016,USA,ground turkey
PDT000098782.2,Saintpaul,PDS000004385.49,2010,before_2016,USA,ground turkey
PDT000100157.3,Heidelberg,PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000100158.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000100159.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000100160.2,Typhimurium var. 5-,PDS000272092.3,2010,before_2016,USA,chicken breast
PDT000100161.3,Brandenburg,PDS000026782.249,2010,before_2016,USA,ground turkey
PDT000100162.2,Albany,PDS000030237.1756,2010,before_2016,USA,ground turkey
PDT000100163.2,Enteritidis,PDS000032516.187,2010,before_2016,USA,chicken breast
PDT000100164.2,Hadar,PDS000158106.134,2010,before_2016,USA,ground turkey
PDT000100165.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000100166.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000100167.2,"4,[5],12:r:-",PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000100168.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000100169.2,Typhimurium var. 5-,PDS000026723.1,2010,before_2016,USA,chicken breast
PDT000100170.3,Kentucky,PDS000260145.21,2010,before_2016,USA,chicken breast
PDT000100205.1,Agona,PDS000028904.114,2011,before_2016,USA,ground turkey
PDT000100206.1,Muenster,PDS000026726.1,2011,before_2016,USA,ground turkey
PDT000100207.1,Typhimurium,PDS000272319.1,2011,before_2016,USA,chicken breast
PDT000100208.1,Typhimurium var. 5-,PDS000026712.72,2011,before_2016,USA,ground turkey
PDT000100209.1,Hadar,PDS000028426.1,2011,before_2016,USA,ground turkey
PDT000100210.1,Senftenberg,PDS000266616.2,2011,before_2016,USA,ground turkey
PDT000100211.1,Typhimurium,PDS000026825.612,2011,before_2016,USA,ground turkey
PDT000100212.1,Hadar,PDS000158107.507,2011,before_2016,USA,ground turkey
PDT000100214.1,Typhimurium,PDS000180814.35,2011,before_2016,USA,chicken breast
PDT000100215.1,Saintpaul,PDS000004383.112,2011,before_2016,USA,ground turkey
PDT000100216.1,Litchfield,PDS000032548.605,2011,before_2016,USA,chicken breast
PDT000100217.1,Saintpaul,PDS000004383.112,2011,before_2016,USA,ground turkey
PDT000100218.1,Reading,PDS000001887.891,2011,before_2016,USA,ground turkey
PDT000100219.1,Hadar,PDS000028426.1,2011,before_2016,USA,ground turkey
PDT000100222.1,Typhimurium var. 5-,PDS000272319.1,2011,before_2016,USA,chicken breast
PDT000100223.1,Typhimurium,PDS000180814.35,2011,before_2016,USA,chicken breast
PDT000100224.1,Derby,PDS000004136.77,2011,before_2016,USA,ground turkey
PDT000100225.1,Kentucky,PDS000032526.25,2011,before_2016,USA,chicken breast
PDT000100226.1,Typhimurium,PDS000272319.1,2011,before_2016,USA,ground turkey
PDT000100227.1,Enteritidis,PDS000030237.1756,2011,before_2016,USA,chicken breast
